line	text	word_order	CODA
5184	وبارد	8	وبارد
5184	لازم	9	لازم
5184	طبعا	10	طبعا
5184	كنا	11	كنا
5184	نلبس	12	نلبس
5184	في	13	في
5184	حاجة	14	حاجة
5184	والحمد	15	والحمد
5184	لله	16	لله
5184	انها	17	انها
5184	جات	18	جات
5184	في	19	في
5184	الرمل	20	الرمل
5184	مش	21	مش
5184	شجرة	22	شجرة
5184	ولا	23	ولا
5184	حيطة	24	حيطة
14573	ااااااااه	1	اه
25554	متشيليش	1	ما
25554	NULL	2	تشيليش
25554	حاجة	3	حاجة
25554	تقيلة	4	تقيلة
25554	تاني	5	تاني
25554	ناديني	6	ناديني
25554	وانا	7	وانا
25554	اشيلها	8	اشيلها
12488	باخد	1	باخذ
12488	بتاري	2	بتاري
12488	من	3	من
12488	الضفيرة	4	الضفيرة
12488	دي	5	دي
12488	اللي	6	اللي
12488	سهرتني	7	سهرتني
12488	ليالي	8	ليالي
12488	ما	9	ما
12488	يعلم	10	يعلم
12488	بها	11	بها
12488	إلا	12	إلا
12488	ربنا	13	ربنا
10879	فاطنة	1	فاطمة
25893	نفسي	1	نفسي
25893	فيه	2	فيه
25893	يا	3	يا
25893	ستي	4	ستي
25893	أنت	5	أنت
25893	إيه	6	إيه
25893	اللي	7	اللي
25893	مزعلك	8	مزعلك
40547	بتك	1	بتك
40547	جاعدة	2	قاعدة
40547	في	3	في
40547	بيتي	4	بيتي
40547	ماتجلجيش	5	ما
40547	NULL	6	تقلقيش
40547	عليها	7	عليها
40547	ياعمتي	8	يا
40547	NULL	9	عمتي
21321	أجولك	1	أقول
21321	NULL	2	لك
21321	إشبع	3	إشبع
21321	بسريرك	4	بسريرك
21321	وبالأوضة	5	وبالأوضة
21321	كلياتها	6	كلياتها
21321	وأني	7	وأني
21321	هنعس	8	هانعس
21321	على	9	على
21321	الكنبة	10	الكنبة
21321	برة	11	برا
24590	بس	1	بس
24590	مش	2	مش
24590	هينفع	3	هينفع
7061	انا	1	انا
7061	اقصد	2	اقصد
7061	ليلة	3	ليلة
7061	الفرح	4	الفرح
7061	بتاعة	5	بتاعة
7061	امبارح	6	امبارح
7061	ولا	7	ولا
7061	انت	8	انت
7061	نسيت	9	نسيت
7061	انك	10	انك
7061	كنت	11	كنت
7061	حاضر	12	حاضر
7061	خطوبة	13	خطوبة
7061	وائل	14	وائل
7061	على	15	على
7061	هدير	16	هدير
7061	اخت	17	اخت
7061	عبد	18	عبد
7061	الرحيم	19	الرحيم
20980	ازاى	1	ازاي
17596	الصراحة	1	الصراحة
17596	يا	2	يا
17596	بابا	3	بابا
17596	مكنتش	4	ما
17596	NULL	5	كنتش
17596	عايزة	6	عايزة
17596	اقولك	7	اقول
17596	NULL	8	لك
17596	واقلقك	9	واقلقك
17596	عليا	10	عليّ
17596	بس	11	بس
17596	إمبارح	12	إمبارح
17596	فيه	13	فيه
17596	ناس	14	ناس
17596	هاجموني	15	هاجموني
17596	كانوا	16	كانوا
17596	عايزين	17	عايزين
17596	يخطفوني	18	يخطفوني
17596	لكن	19	لكن
17596	نزار	20	نزار
17596	هو	21	هو
17596	اللي	22	اللي
17596	لحقني	23	لحقني
17596	كسروا	24	كسروا
17596	إزاز	25	إزاز
17596	العربية	26	العربية
17596	عشان	27	عشان
17596	يوصلوا	28	يوصلوا
17596	لي	29	لي
17596	لولا	30	لولا
17596	وصول	31	وصول
17596	نزار	32	نزار
17596	فالوقت	33	في
17596	NULL	34	الوقت
17596	المناسب	35	المناسب
20997	يعنى	1	يعني
20997	هى	2	هي
20997	متجوزتش	3	ما
20997	NULL	4	اتجوزتش
20997	من	5	من
20997	وراكم	6	وراكم
20997	وعمك	7	وعمك
20997	مكنش	8	ما
20997	NULL	9	كانش
20997	يعرف	10	يعرف
20997	انها	11	انها
20997	متجوزه	12	متجوزة
23124	خلاص	1	خلاص
23124	محصلش	2	ما
23124	NULL	3	حصلش
23124	حاجه	4	حاجة
23124	ياسليم	5	يا
23124	NULL	6	سليم
23124	هعملهم	7	هاعملهم
23124	مش	8	مش
23124	حكايه	9	حكاية
23124	يعنى	10	يعني
23124	فين	11	فين
23124	الحمام	12	الحمام
23124	بس	13	بس
20804	كنت	1	كنت
20804	بتكلم	2	بتكلم
20804	مين	3	مين
20804	في	4	في
20804	التلفون	5	التليفون
20804	يا	6	يا
20804	قاسم	7	قاسم
770	ماشي	1	ماشي
770	يا	2	يا
770	هدي	3	هدى
18260	مفيش	1	مافيش
18260	حاة	2	حاجة
18260	ده	3	ده
18260	رح	4	جرح
18260	صغير	5	صغير
18260	و	6	NULL
18260	السكينة	7	والسكينة
18260	حامية	8	حامية
18260	عاادى	9	عادي
36127	ياريت	1	يا ريت
36127	لو	2	لو
36127	الحريه	3	الحرية
36127	تعيش	4	تعيش
36127	جوايا	5	جوايا
36127	لتستمع	6	لتستمع
36127	الي	7	الى
36127	صوت	8	صوت
36127	يرد	9	يرد
36127	عليها	10	عليها
36127	قائلآ	11	قائلاً
21456	ممكن	1	ممكن
21456	نتعرف	2	نتعرف
21456	يا	3	يا
21456	جميل	4	جميل
21456	أنا	5	أنا
21456	طالب	6	طالب
21456	الحلال	7	الحلال
21456	وأنت	8	وأنتي
21456	اللي	9	اللي
21456	قافلة	10	قافلة
21456	الباب	11	الباب
3106	شكرا	1	شكرا
1099	الحديت	1	الحديث
1099	ده	2	ده
1099	لو	3	لو
1099	هي	4	هي
1099	خايفه	5	خايفة
1099	عليها	6	عليها
1099	أو	7	أو
1099	مهامه	8	مهامه
1099	بأمرها	9	بأمرها
1099	هي	10	هي
1099	كل	11	كل
1099	إلى	12	اللي
1099	ريداه	13	رايداه
1099	انها	14	ابنها
1099	وبعدها	15	وبعدها
1099	عن	16	عن
1099	شبل	17	شبل
1099	مشان	18	مشان
1099	تزوجه	19	تزوجه
1099	ل	20	NULL
1099	لبنتها	21	لبنتها
21348	بلاش	1	بلاش
21348	يا	2	يا
21348	زكريا	3	زكريا
23800	رعد	1	رعد
23800	يا	2	يا
23800	رعد	3	رعد
37399	حرمتي	1	حرمتي
37399	يا	2	يا
37399	شاطرة	3	شاطرة
1690	والله	1	والله
1690	ماعارفه	2	ما
1690	NULL	3	عارفة
1690	اي	4	ايه
1690	اللي	5	اللي
1690	بيحصل	6	بيحصل
1690	فينا	7	فينا
1690	دا	8	دا
2074	عاصم	1	عاصم
2074	مضروب	2	مضروب
2074	بالنار	3	بالنار
2074	فى	4	في
2074	اخر	5	اخر
2074	البلد	6	البلد
16797	هات	1	هات
16797	بوسة	2	بوسة
16797	ياواد	3	يا
16797	NULL	4	ولد
16797	انت	5	انت
16797	هههه	6	هههه
10801	مش	1	مش
10801	معايا	2	معايَ
10801	اى	3	اي
10801	فلوس	4	فلوس
10801	خالص	5	خالص
3965	تعالي	1	تعالي
3965	على	2	على
3965	إسكندرية	3	إسكندرية
3965	على	4	على
3965	طول	5	طول
3965	أنت	6	إنتي
3965	محتاجة	7	محتاجة
3965	تفصلي	8	تفصلي
3965	شوية	9	شوية
3965	يا	10	يا
3965	بدور	11	بدور
5484	الدخله	1	الدخلة
5484	هتم	2	هتتم
5484	من	3	من
5484	اهنه	4	اهنه
5484	هتلاجيه	5	هتلاقيه
5484	بيخبط	6	بيخبط
5484	عليكي	7	عليكي
5484	الباب	8	الباب
26489	حمدلله	1	حمدلله
26489	علي	2	على
26489	السلامة	3	السلامة
26489	يا	4	يا
26489	واد	5	ولد
26489	عمي	6	عمي
9416	الى	1	اللي
9416	في	2	فيه
9416	الخير	3	الخير
9416	يجدمه	4	يقدمه
9416	ربنا	5	ربنا
16657	وانا	1	وانا
16657	بحبك	2	بحبك
16657	اكتر	3	اكتر
16657	من	4	من
16657	الدنيا	5	الدنيا
16657	وما	6	وما
16657	فيها	7	فيها
16657	انا	8	انا
16657	بس	9	بس
16657	كنت	10	كنت
16657	خايفه	11	خايفة
16657	لتكون	12	لا
16657	NULL	13	تكون
16657	لسه	14	لسه
16657	بتحبها	15	بتحبها
6245	اوامرك	1	اوامرك
6245	يا	2	يا
6245	كبيرة	3	كبيرة
18201	فكرك	1	فكرك
18201	كده	2	كده
18201	يعنى	3	يعني
18201	اتوكل	4	اتوكل
18201	على	5	على
18201	الله	6	الله
6593	كدة	1	كدة
6593	يا	2	يا
6593	سليم	3	سليم
6593	و	4	NULL
6593	لا	5	ولا
6593	سألت	6	سألت
6593	و	7	NULL
6593	لا	8	ولا
6593	اكن	9	اكن
6593	تعرفني	10	تعرفني
23240	ربنا	1	ربنا
23240	يحميكي	2	يحميكي
23240	لياا	3	ليّ
23240	يا	4	يا
23240	حبيبتي	5	حبيبتي
635	وزياده	1	وزيادة
635	يابت	2	يا
635	NULL	3	بت
635	بطني	4	بطني
18324	ليه	1	ليه
18324	بس	2	بس
18324	يا	3	يا
18324	مختار	4	مختار
18324	باشا	5	باشا
18324	السيرة	6	السيرة
18324	دى	7	دي
18324	ربنا	8	ربنا
18324	يخليك	9	يخليك
18324	لأهل	10	لأهل
18324	بيتك	11	بيتك
7143	انا	1	انا
7143	مش	2	مش
7143	بعاند	3	بعاند
7143	بس	4	بس
7143	مش	5	مش
7143	هسمع	6	هاسمع
7143	الكلام	7	الكلام
7143	الا	8	الا
7143	لما	9	لما
7143	اشوف	10	اشوف
7143	صاحبتي	11	صاحبتي
24613	يا	1	يا
24613	سماحة	2	سماحة
24613	يا	3	يا
24613	سماحة	4	سماحة
18802	سمر	1	سمر
18802	حببتى	2	حبيبتي
18802	إنتي	3	إنتي
18802	كويسه	4	كويسة
14126	جرح	1	جرح
14126	رأسه	2	رأسه
14126	اهم	3	اهم
5859	مش	1	مش
5859	هينفع	2	هينفع
5859	اقولك	3	اقول
5859	NULL	4	لك
5859	دلوقتي	5	دلوقتي
5859	حاجة	6	حاجة
5859	كل	7	كل
5859	شي	8	شيء
5859	باوانه	9	بأوانه
4760	كفايه	1	كفاية
4760	إتصالك	2	إتصالك
4760	عليا	3	عليّ
4760	يا	4	يا
4760	هند	5	هند
4760	طول	6	طول
4760	عمرك	7	عمرك
4760	صاحبة	8	صاحبة
4760	واجب	9	واجب
4760	تعالى	10	تعالي
4760	إقعدى	11	اقعدي
4760	جانبى	12	جنبي
23969	ربنا	1	ربنا
23969	يصبر	2	يصبر
23969	اهله	3	اهله
30771	اشين	1	اشين
30771	علي	2	على
30771	ما	3	ما
30771	اعتقد	4	اعتقد
30771	دكتور	5	دكتور
30771	سلطان	6	سلطان
30771	كان	7	كان
30771	عايزك	8	عايزك
30771	في	9	في
30771	اوضتي	10	اوضتي
48033	وأنا	1	وأنا
48033	فين	2	فين
48033	جنب	3	جنب
48033	زهرت	4	زهرة
48033	دى	5	دي
48033	أنوثه	6	انوثة
48033	وجمال	7	وجمال
48033	ودلال	8	ودلال
18215	أساليبه	1	أساليبه
18215	الغامضة	2	الغامضة
18215	أثارت	3	أثارت
18215	فيها	4	فيها
18215	فضولا	5	فضولا
18215	من	6	من
18215	الصعب	7	الصعب
18215	مقاومته	8	مقاومته
18215	لكنها	9	لكنها
18215	لم	10	لم
18215	تتصور	11	تتصور
18215	أبدا	12	أبدا
18215	أن	13	أن
18215	يكون	14	يكون
18215	الفضول	15	الفضول
18215	أحد	16	أحد
18215	مصائب	17	مصائب
18215	الحب	18	الحب
18215	الكبرى	19	الكبرى
35256	إن	1	إن
35256	شاء	2	شاء
35256	الله	3	الله
22218	قبل	1	قبل
22218	ما	2	ما
22218	نكمل	3	نكمل
22218	كلامنا	4	كلامنا
22218	لازم	5	لازم
22218	نعرفكم	6	نعرفكم
22218	بنفسى	7	بنفسي
22218	انا	8	انا
22218	اللوا	9	اللواء
22218	مراد	10	مراد
22846	لا	1	لا
22846	ليا	2	ليّ
22846	يا	3	يا
22846	اخويا	4	اخويا
22846	دي	5	دي
22846	مراتي	6	مراتي
22846	و	7	NULL
22846	مش	8	ومش
22846	همشي	9	هامشي
22846	من	10	من
22846	هنا	11	هنا
22846	غير	12	غير
22846	بيها	13	بيها
13097	الحلوه	1	الحلوة
13097	فاكره	2	فاكرة
13097	نفسها	3	نفسها
13097	ف	4	في
13097	بيتها	5	بيتها
13097	واحنا	6	واحنا
13097	منعرفش	7	ما
13097	NULL	8	نعرفش
27832	ماتنزل	1	ما
27832	NULL	2	تنزل
11272	انت	1	انت
11272	فيك	2	فيك
11272	حاة	3	حاجة
11272	متغيرة	4	متغيرة
11272	يا	5	يا
11272	حمزة	6	حمزة
11272	حاة	7	حاجة
11272	مكنتش	8	ما
11272	NULL	9	كانتش
11272	موودة	10	موجودة
11272	جبل	11	قبل
11272	سابج	12	سابق
50807	عايزه	1	عايزة
50807	دياب	2	دياب
50807	في	3	في
50807	كلمتين	4	كلمتين
21619	لينا	1	لينا
21619	ممكن	2	ممكن
21619	تجبيلى	3	تجيبي 
21619	NULL	4	لي
21619	كوباية	5	كوباية
21619	عصير	6	عصير
21619	للمكتب	7	للمكتب
22859	ربنا	1	ربنا
22859	يظهر	2	يظهر
22859	الحقيقة	3	الحقيقة
22859	يا	4	يا
22859	بنتي	5	بنتي
22859	وترجعه	6	وترجعوا
22859	تاني	7	تاني
22859	لبعض	8	لبعض
35002	فروحة	1	فروحة
35002	الف	2	الف
35002	مليون	3	مليون
35002	مبروك	4	مبروك
35002	يا	5	يا
35002	حبي	6	حبي
29965	أتصلت	1	أتصلت
29965	عالخطين	2	على
29965	NULL	3	الخطين
29965	بتوع	4	بتوع
29965	عمى	5	عمي
29965	بيدوا	6	بيدوا
29965	مشغول	7	مشغول
454	ريم	1	ريم
454	أنتي	2	أنتي
454	جيتي	3	جيتي
454	هنا	4	هنا
454	أذي	5	ازاي
10696	من	1	من
10696	عنايا	2	عنيا
10696	أخرجك	3	أخرجك
10696	بره	4	برا
10696	بس	5	بس
10696	أخاف	6	أخاف
10696	تستهوى	7	تستهوي
10696	يا	8	يا
10696	سى	9	سي
10696	زكريا	10	زكريا
28652	وانت	1	وانت
28652	بويا	2	ابويا
28652	و	3	NULL
28652	خويا	4	واخويا
28652	وولدي	5	وولدي
28652	وكل	6	وكل
28652	حاجة	7	حاجة
28652	ربنا	8	ربنا
28652	ميحرمني	9	ما
28652	NULL	10	يحرمني
28652	من	11	من
28652	وجودك	12	وجودك
28652	جاري	13	جاري
53048	شوفي	1	شوفي
53048	المرة	2	المرة
53048	وكهنها	3	وكهنها
53048	حرجرانة	4	حرجرانة
53048	قوى	5	قوي
53048	عليها	6	عليها
53048	يااختى	7	يا
53048	NULL	8	اختي
28801	قولت	1	قولت
28801	معليش	2	ما
28801	NULL	3	عليش
28801	صوتك	4	صوتك
28801	100	5	100
28801	مرة	6	مرة
28801	و	7	NULL
28801	انا	8	وانا
28801	مقولتش	9	ما
28801	NULL	10	قولتش
28801	اني	11	اني
28801	بشك	12	بشك
28801	فيكي	13	فيكي
28801	بس	14	بس
28801	طريقته	15	طريقته
28801	مستفزة	16	مستفزة
26544	والمفروض	1	والمفروض
26544	اعمل	2	اعمل
26544	ايه	3	ايه
37812	عارفة	1	عارفة
37812	ليه	2	ليه
37812	9	3	9
11013	لا	1	لا
11013	متقلقش	2	ما
11013	NULL	3	تقلقش
11013	انا	4	انا
11013	فاعل	5	فاعل
11013	خير	6	خير
11013	وبقولك	7	وبقول
11013	NULL	8	لك
11013	ان	9	ان
11013	بنت	10	بنت
11013	عمك	11	عمك
11013	مخطوفة	12	مخطوفة
11013	وهتتعرض	13	وهتتعرض
11013	دلوقتي	14	دلوقتي
11013	لاغتصاب	15	لاغتصاب
12142	حاضر	1	حاضر
12142	ثانية	2	ثانية
21827	ادم	1	ادم
19337	زعلانه	1	زعلانة
19337	عشانك	2	عشانك
19337	خايفة	3	خايفة
19337	اكون	4	اكون
19337	بجبرك	5	باجبرك
19337	علي	6	على
19337	حاجة	7	حاجة
19337	خايفة	8	خايفة
19337	اكون	9	اكون
19337	بعمل	10	بعمل
19337	حاجة	11	حاجة
19337	اندم	12	اندم
19337	عليها	13	عليها
24039	أمواج	1	أمواج
24039	قاتلة	2	قاتلة
28345	لا	1	لا
28345	بس	2	بس
28345	انا	3	انا
8473	أخوي	1	أخوي
8473	وهدان	2	وهدان
8473	معه	3	معه
8473	حق	4	حق
8473	يا	5	يا
8473	كبير	6	كبير
8473	أحنا	7	احنا
8473	نعطي	8	نعطي
8473	لكن	9	لكن
8473	منخدش	10	ما
8473	NULL	11	ناخذش
29780	اكيد	1	اكيد
29780	بس	2	بس
29780	اوعي	3	اوعي
29780	تعرفيها	4	تعرفيها
29780	اني	5	اني
29780	حاسس	6	حاسس
29780	بحاجة	7	بحاجة
21940	شاب	1	شاب
21940	فى	2	في
21940	أوائل	3	أوائل
21940	الثلاثينات	4	الثلاثينات
21940	من	5	من
21940	عمره	6	عمره
21940	طويل	7	طويل
21940	عريض	8	عريض
21940	المنكبين	9	المنكبين
21940	عيونه	10	عيونه
21940	خضراء	11	خضراء
21940	وذو	12	وذو
21940	لحية	13	لحية
21940	وسيم	14	وسيم
21940	بدرجة	15	بدرجة
21940	تخطف	16	تخطف
21940	الأنفاس	17	الأنفاس
20348	لحظة	1	لحظة
20348	واحدة	2	واحدة
20348	بس	3	بس
20348	مين	4	مين
20348	حامد	5	حامد
20348	و	6	NULL
20348	نجمة	7	ونجمة
37258	تعالوا	1	تعالوا
37258	يا	2	يا
37258	حبيايبي	3	حبايبي
37258	هنا	4	هنا
49482	انا	1	انا
49482	عمري	2	عمري
49482	مشكيت	3	ما
49482	NULL	4	شكيت
49482	فيك	5	فيك
49482	بس	6	بس
49482	تقدر	7	تقدر
49482	تقول	8	تقول
49482	غيرت	9	غيرت
49482	شويه	10	شوية
49482	صغننين	11	صغننين
49482	يعنى	12	يعني
13434	انا	1	انا
13434	مش	2	مش
13434	ممكن	3	ممكن
13434	أنسى	4	أنسى
13434	اى	5	اي
13434	حاجة	6	حاجة
13434	تخصك	7	تخصك
13434	انا	8	انا
7264	ايه	1	ايه
7264	اللى	2	اللي
7264	حصل	3	حصل
6623	بابا	1	بابا
6623	انا	2	انا
6623	مش	3	مش
6623	هسمع	4	هاسمع
6623	لما	5	لما
6623	اسافر	6	اسافر
6623	بيها	7	بيها
6623	لما	8	لما
6623	بلاش	9	بلاش
6623	سفر	10	سفر
6623	من	11	من
6623	اصلة	12	اصله
24161	البقاءلله	1	البقاء
24161	NULL	2	لله
24161	يا	3	يا
24161	دكتور	4	دكتور
24161	رامي	5	رامي
15568	علشان	1	علشان
15568	خاطر	2	خاطر
15568	اختك	3	اختك
15568	يا	4	يا
15568	خالد	5	خالد
41160	ربنا	1	ربنا
41160	يباركلك	2	يبارك
41160	NULL	3	لك
41160	فيه	4	فيه
41160	يابيه	5	يا
41160	NULL	6	بيه
7335	ينفع	1	ينفع
7335	اقعد	2	اقعد
7335	جنبك	3	جنبك
8437	وريني	1	وريني
8437	عندك	2	عندك
8437	ايه	3	ايه
21739	لا	1	لا
21739	بجد	2	بجد
21739	كدا	3	كدا
21739	كتير	4	كتير
21739	يا	5	يا
21739	دياب	6	دياب
21739	واكل	7	وأكل
21739	الحلويات	8	الحلويات
21739	كتير	9	كتير
21739	غلط	10	غلط
21739	على	11	على
21739	فكره	12	فكرة
21739	يلا	13	يلا
21739	شيل	14	شيل
21739	معايا	15	معايّ
21739	علشان	16	علشان
21739	نطلعلهم	17	نطلع
21739	NULL	18	لهم
21739	برا	19	برا
27283	موافق	1	موافق
27283	يا	2	يا
27283	حبيبتي	3	حبيبتي
27283	بس	4	بس
27283	خليكي	5	خليكي
27283	عارفة	6	عارفة
27283	حاجة	7	حاجة
27283	واحدة	8	واحدة
27283	بس	9	بس
27283	الرهان	10	الرهان
27283	هكسبه	11	هاكسبه
27283	بس	12	بس
27283	لو	13	لو
27283	حسيت	14	حسيت
27283	للحظة	15	للحظة
27283	أني	16	إني
27283	هتسبب	17	هاتسبب
27283	في	18	في
27283	حزنك	19	حزنك
27283	أوعدك	20	أوعدك
27283	هنسحب	21	هانسحب
27283	على	22	على
27283	طول	23	طول
8747	أني	1	أني
8747	كمان	2	كمان
8747	جولت	3	قولت
8747	لها	4	لها
8747	نفس	5	نفس
8747	كلامك	6	كلامك
8747	ده	7	ده
8747	يا	8	يا
8747	قاسم	9	قاسم
8747	بس	10	بس
8747	زي	11	زي
8747	ما	12	ما
8747	أنت	13	أنت
8747	واعي	14	واعي
8747	لدماغها	15	لدماغها
8747	الناشفه	16	الناشفة
53043	بت	1	بت
53043	يا	2	يا
53043	بدور	3	بدور
53043	هي	4	هي
53043	اختك	5	اختك
53043	عيانة	6	عيانة
53043	جوى	7	قوي
53043	كده	8	كده
13088	هي	1	هي
13088	الليله	2	الليلة
13088	دي	3	دي
13088	بس	4	بس
13088	وبعدين	5	وبعدين
13088	ماشوفش	6	ما
13088	NULL	7	شوفش
13088	وشكم	8	وشكم
13088	غير	9	غير
13088	فالمطار	10	في
13088	NULL	11	المطار
13088	فاهمين	12	فاهمين
9447	دا	1	دا
9447	انا	2	انا
9447	إلى	3	اللي
9447	هاجي	4	هاجي
9447	ادق	5	ادق
9447	فيك	6	فيك
9447	جامد	7	جامد
9447	دلوقتي	8	دلوقتي
46725	ميرفت	1	ميرفت
46725	الكلام	2	الكلام
46725	ده	3	ده
46725	مفهوش	4	ما
46725	NULL	5	فيهوش
46725	هزار	6	هزار
27094	لاء	1	لا
27094	انا	2	انا
27094	ماقتلتش	3	ما
27094	NULL	4	قتلتش
27094	حد	5	حد
11851	والله	1	والله
11851	إنتي	2	إنتي
11851	اللى	3	اللي
11851	جيتى	4	جيتي
11851	وانتى	5	وانتي
11851	موافقه	6	موافقة
11851	على	7	على
11851	شروطى	8	شروطي
11851	مش	9	مش
11851	كده	10	كده
11851	يا	11	يا
11851	مدام	12	مدام
24971	تعى	1	تعي
24971	كولى	2	كولي
24971	لجمة	3	لقمة
24971	رمى	4	رُمي
24971	عضمك	5	عظمك
24971	انتى	6	انتي
24971	معصصة	7	معصصة
24971	كدية	8	كديه
24971	لية	9	ليه
24971	إيه	10	إيه
24971	امك	11	امك
24971	مش	12	مش
24971	بتواكلك	13	بتواكلك
24971	عاد	14	عاد
24319	بذمتك	1	بذمتك
24319	مش	2	مش
24319	عارف	3	عارف
24319	ده	4	ده
24319	العرق	5	العرق
24319	يمد	6	يمد
24319	لسابع	7	لسابع
24319	جد	8	جد
24319	يا	9	يا
24319	جدو	10	جدو
4260	مكملتش	1	ما
4260	NULL	2	كملتش
4260	ليه	3	ليه
4260	و	4	NULL
4260	اعوذ	5	واعوذ
4260	بك	6	بك
1515	يا	1	يا
1515	بنتي	2	بنتي
1515	الكافيهات	3	الكافيهات
1515	دي	4	دي
1515	بتبقي	5	بتبقى
1515	غالية	6	غالية
1515	كوباية	7	كوباية
1515	العصير	8	العصير
1515	بس	9	بس
1515	40	10	40
1515	جنيه	11	جنيه
1515	و	12	NULL
1515	فنجان	13	وفنجان
1515	القهوة	14	القهوة
1515	60	15	60
23296	اني	1	أني
23296	اجوز	2	اجوز
23296	الصايع	3	الصايع
23296	وتوقف	4	وتوقف
23296	حتى	5	حتى
23296	لايقول	6	لا
23296	NULL	7	يقول
23296	امام	8	امام
23296	عمه	9	عمه
21825	اللهم	1	اللهم
21825	لا	2	لا
21825	اعتراض	3	اعتراض
21825	لما	4	لما
21825	نشوف	5	نشوف
21825	اخرة	6	اخرة
21825	دلع	7	دلع
21825	المشايخ	8	المشايخ
54753	خلي	1	خلي
54753	بالك	2	بالك
54753	منه	3	منه
54753	لو	4	لو
54753	في	5	في
54753	اي	6	اي
54753	حاجة	7	حاجة
54753	او	8	او
54753	اي	9	اي
54753	تطور	10	تطور
54753	حصل	11	حصل
54753	اتصلي	12	اتصلي
54753	بيا	13	بيا
54753	عرفيني	14	عرفيني
5691	اولا	1	اولا
5691	هي	2	هي
5691	مش	3	مش
5691	صغيره	4	صغيرة
5691	ثانيا	5	ثانيا
5691	اني	6	أني
5691	رفضت	7	رفضت
5691	وجولتله	8	وقولتله
5691	انها	9	انها
5691	مخطوبه	10	مخطوبة
1967	شمس	1	شمس
1967	مين	2	مين
1967	يا	3	يا
1967	ابن	4	ابن
1967	الشاذلي	5	الشاذلي
14943	مش	1	مش
14943	هاينفع	2	هينفع
14943	كده	3	كده
14943	خروجوه	4	خروجوه
14943	بره	5	برة
14943	عشان	6	عشان
14943	نعرف	7	نعرف
14943	نشتغل	8	نشتغل
14943	و	9	NULL
14943	احنا	10	واحنا
14943	هنقوم	11	هنقوم
14943	بالازم	12	بالازم
5999	دماغك	1	دماغك
5999	ناشفة	2	ناشفة
5999	دي	3	دي
5999	هضيعك	4	هضيعك
18969	شوشو	1	شوشو
18969	عوزين	2	عاوزين
18969	نسافر	3	نسافر
18969	الصعيد	4	الصعيد
27025	من	1	من
27025	سنتين	2	سنتين
27025	كنت	3	كنت
27025	بقلب	4	بقلب
27025	في	5	في
27025	السوشيال	6	السوشيال
27025	لقيت	7	لقيت
27025	دكتور	8	دكتور
27025	بيعالج	9	بيعالج
27025	الحالات	10	الحالات
27025	دي	11	دي
27025	اتواصلت	12	اتواصلت
27025	معاه	13	معاه
27025	و	14	NULL
27025	بدأنا	15	وبدأنا
27025	نتواصل	16	نتواصل
27025	لغاية	17	لغاية
27025	ما	18	ما
27025	بدأت	19	بدأت
27025	اتكلم	20	اتكلم
27025	بس	21	بس
27025	كان	22	كان
27025	كلامي	23	كلامي
27025	مقطع	24	مقطع
27025	لغاية	25	لغاية
27025	ما	26	ما
27025	عرفت	27	عرفت
27025	اتكلم	28	اتكلم
27025	كويس	29	كويس
12344	حامل	1	حامل
12344	يا	2	يا
12344	غيث	3	غيث
12344	بيني	4	بيني
12344	وبين	5	وبين
12344	سلمى	6	سلمى
12344	تلات	7	ثلاث
12344	أسابيع	8	أسابيع
12344	بالظبط	9	بالظبط
30556	أنا	1	أنا
30556	اسفه	2	اسفة
30556	يا	3	يا
30556	تيته	4	تيتا
30556	مش	5	مش
30556	هقدر	6	هاقدر
30556	انا	7	انا
30556	من	8	من
30556	وقت	9	وقت
30556	ما	10	ما
30556	جيت	11	جيت
30556	وانا	12	وانا
30556	قعدة	13	قاعدة
30556	مع	14	مع
30556	فهد	15	فهد
44325	افتحى	1	افتحي
44325	الباب	2	الباب
44325	يا	3	يا
44325	نورا	4	نورا
44325	شوفى	5	شوفي
44325	مين	6	مين
14285	كيف	1	كيف
14285	يابوي	2	يا
14285	NULL	3	ابوي
14285	لازمن	4	لازماً
14285	أجطع	5	اقطع
14285	رجبت	6	رقبت
14285	جياد	7	قياد
14285	والا	8	والا
14285	نار	9	نار
14285	جلبي	10	قلبي
14285	مهتبردش	11	ما
14285	NULL	12	هتبردش
14285	واصل	13	واصل
33236	طلقني	1	طلقني
33236	يا	2	يا
33236	حمزة	3	حمزة
33236	بقا	4	بقى
33236	طلقني	5	طلقني
33236	كفاية	6	كفاية
33236	حرام	7	حرام
33236	عليك	8	عليك
33236	ليه	9	ليه
33236	فرحان	10	فرحان
33236	بعذابي	11	بعذابي
33236	ارحمممممني	12	ارحمني
33236	ارجوك	13	ارجوك
16428	جدو	1	جدو
16428	فوق	2	فوق
16428	ابوس	3	ابوس
16428	ايدك	4	ايدك
31868	مش	1	مش
31868	انتي	2	انتي
31868	مراته	3	مراته
11030	هيا	1	هي
11030	مالها	2	مالها
11030	وعد	3	وعد
2695	مين	1	مين
2695	ست	2	ست
2695	سمر	3	سمر
2695	نورتي	4	نورتي
2695	اتفضلي	5	اتفضلي
17071	هو	1	هو
17071	انا	2	انا
17071	قولتلك	3	قولت
17071	NULL	4	لك
17071	النهاردة	5	النهاردة
17071	اني	6	اني
17071	بعشقك	7	بعشقك
13038	بس	1	بس
13038	يا	2	يا
13038	جدي	3	جدي
13038	كده	4	كده
13038	حيات	5	حياة
13038	شمس	6	شمس
