line	text
26	طاب يا حبيبتي اسيباك انا دلوقتي
27	لا خليكي يا امي
28	متخفيش يا حبيبتي. هوصي ايهاب عليكي، حور بصتله بدموع وامها نزلت. قابلت ايهاب طالع
29	خد بالك منها يا ابني
31	حاضر، ايهاب سابها وطلع لقي حور قاعده على السرير بتعيط
33	انا كان مالي ومال الصنف دا ما كنت قاعد مرتاح، كمل بصوت عالي لحور
34	مالك
37	متردي هو انا هتحايل عليكي علشان تطلعي الكلام
39	بطني وجعني
41	اي إلى واجعك طيب، اكلتي حاجه مش كويسه، نفخ بضيق، حتا فطرنا سو وانا مفيش حاجه اهو، حور بتعيط بس. ايهاب قرب وسعدها تنام على السرير وحط ايده على بطنها حور انكمشت بس خافت تتكلم منه
42	طاب معدتك بتتعبك من اللبن
45	طبيعي هتتعبك اول مره لو مش متعوده عليه بكره تتعودي. اشربي المسكن دا
48	عندي مشوار وهتاخر هبعتلك امي لو حسيتي بتعب هترن عليا.
50	ادخل، رجع بجسمه لورا على الكرسي لما حس بيها انها هي إلى داخله
52	تعالي
54	ا. ادهم
55	هشششش، ادهم شال الخمار ورجعلها شعرها ورا ودنها.
57	اي دا ادهم إلى كل البنات بتتمنا نظره منه وهو بيكرفهم كلهم مش مصدقه
59	اي رايك، مراتي
60	بجد! زوقك حلو اوي دي اجنبيه
62	لا مصريه بس احلي من الاجانب
63	طاب اي هنخلص الصفقه ولا. كملت وهي بتبص لآيه بغل، ولا مشغول مع المدام.
65	لفي الخمار وهبعتلك حد بعصير. تمام
67	يلا بينا.
69	احم بما ان مقدرناش نتكلم لما انا جيت وحضرتك سفرت علطول. ف انا هتكلم النهارده قدام الكل، سكت شويه وكمل، انا عايز اطلق شمس و زي ما وعتني قبل ما امشي.
1	ايي!
2	ايوه طلقني و متلكلمنيش ومخصماك
3	مخصماني!
5	مالك يا روحي
6	مخنوقه اوي وعايزه اعيط
7	طاب ننزل نتمشا
9	لا
11	طاب عايزه اي يا روحي
12	عايزه اعيط
14	عيطي في حضني براحتك.
17	ماما وحشتني اووي يا ادهم انهارده لما شفت اهل حور وهما جين يشوفو ابن بنتهم علشان تعبان، كان نفسي يبقا عندي اهل يجو عندي لما اتعب، كان نفسي بابا يبقا بيحبني، آيه رفعت وشها إلى احمر من العياط لادهم، هو انا وحشه يا ادهم
19	لا يا روحي انتي اجمل واحده اشوفها في حياتي.
20	امال الكل بيكرهني ويبعد عني ليه
21	طاب هو انا بعدت عنك ما انا اهو و خالتك و صحابك غير اهلي، كلنا بنحبك والله، قرص منخيرها، بس انتي إلى غبيه وعايزه تشوفي حاجه وتسيبي حاجه
24	خلصتي
25	عكننت عليك بس انا والله كنت مضايقه و محتاجه اعيط
27	انتي تعيطي براحتك يا روحي، شالها واتجه بيها لسرير، تعالي بقا ننام ونكمل عياط بكره
30	حور نمتي
31	لا صاحيه
32	بقولك. انتي جبتي كام في الثانويه
34	85
35	ومالك مكسوفه كدا. ميل باس راسها، بنسبه لواحده مكنتش بتاخد دروس مجموعك حلو اوي
36	اممم بنسبه لواحد جايب 99 مش حلوه
37	لاني كنت باخد دروس و بحضر حصاصي كلها حتا لو متاخر عادي
38	اممم طاب انت بتسئل ليه.
39	اممم كنت بفكر اقدملك مع آيه بس حلو تمريض برضو
40	بجد. هتخليني اكمل
41	ايوه هخليكي تكملي
42	بحبك
43	طاب بقولك متخلي البو سه دا لبعد ما دراعي يخف
44	لا انا هبوس دلوقتي براحتي
45	ماشي يا وحش بوس براحتك.
48	مالك
49	آيه
50	مالها
51	مش عارف مالها فجاء كدا لقيتها عايزه تعيط وبتفتكر امها و. انا مش عارف حاسس اني مقصر معاها اوي.
52	عارف امك وهي حامل فيك كل يوم خناقه، مره طلقني مره مش عايزاني جنبها، ومره عايزني اركب ورحلها الساعه 2بليل. مكنتش عارف اعمل معاها اي. مكنتش ينفع كل شويه اطنطط من الصعيد للقاهره و مكنش عندي حجج اقولها لابوي لحد ما في مره جبت ورق مزور وفهمت ابوي اني تعبان والدكتور حوالني على مستشفى في القاهرة والعلاج دا هيقعد شهور، كل دا علشان اقعد معاها تسع شهور الحمل و هتحملها بهرموناتها ونكدها بروقانها، عباس حط ايده على كتفه، اطلع نام انت مش مقصر معاها ولا حاجه دي هرمونات حمل بكره تفك و تبقاا زي الفل.
54	شكرا، عباس هز راسه بص عليه بحب
57	آيه حبيبتي اصحي
58	صباح الخير
59	صباح النور على إلى هتجنني بهرموناتها
60	اسفه بس والله كنت مخنوقه اوي
61	انت براحتك يا وحش الكون
62	طاب اوعا علشان ننزل نفطر
63	متيجي نفطر هنا.
65	هي مش الدكتوره قالت مينفعش لحد اول تلات شهور
66	لا ما هي الدكتوره دي مبتفهمش
68	بس انا شيفها فاهمه
70	وماله.
72	عملت اي في شغلك صحيح يا ادهم
73	صحبي مشغلهولي لحد ما اشوف هعمل اي واحتمال انقله هنا
74	طاب و عملت اي في ورق نقل مراتك
75	هخلي اسر يبعتهملي في البريد واقدملها اول ما يوصلو
76	حلو علشان تروح هي وحور سوا
77	ليه هي حور هتكمل
78	ايوه يا جدي هقدم تمريض
79	البلطو عليا
81	شكرا يا جدي.
82	دا حقك يا بنتي.
85	ادهم. ادهم
86	نعم يا حبيبتي
87	جعانه.
1	مش غلط إلى عملته دا
2	وهي مش غلط لما بتعلي صوتها قدام جوزها وحماها
3	بدافع عن حقها
4	حقها دا انا هجبهولها لحد عندها بس متعليش صوتها و انا قيلها من اول يوم جوازنا اكتر حاجه بضايقني إلى ميسمعش كلمتي
5	بس برضو يا ايهاب مكنش ينفع تمد ايدك عليها قدامنا كدا
6	يووووه حصل إلى حصل بقا
7	روح صلحها يا ايهاب متسبهاش تنام زعلانه.
9	ماشي
11	حور
12	اوعاا انا مخصماك
14	مخصماني
15	ايوه ملكش صالح بيا تاني
17	كل دا علشان كف
20	خلاص حقك عليا متزعليش مني.
21	ا. انت ضربتني قدامهم و. و
22	والله هبهدلهالك وبكره الصبح هخليها تعتذر منك قدام الكل
24	بس برضو مهما كان ما تمدش ايدك عليا
26	طاب انا مش اول يوم جوازنا قلتلك اكتر حاجه بكرها ان كلمتي متتسمعش وانا قلتلك خلاص وانا كنت هتصرف واعرف اذا كنتي انتي الغلطانه ولا هي وجبلك حقك. انتي بقا فضلتي تبجحي وزعقتي في وجود جوزك وحماكي.
27	انا اسفه
29	عمره ايدي متتمد عليكي تاني
30	بس برضو متكلمش العقربه دي ولا تتعحشي فيها ومتبصلهاش ولا تضحكلها
31	دلعيني وانا مش هبص برا بس طول ما انتي مقضياها نكد وعياط هبص
32	ادلعك ازي يعنى
33	ارقصيلي تاني.
36	صباح الخير يا ماما.
37	صباح النور يا حبيب ماما
38	بتعملي اي فطار، آيه كانت معديه من جنب ادهم تجيب حاجه من التلاجه ادهم مسك ايدها ورجعها لورا شويه وباسها بوسه رقيقة وبعد
39	صباح الخير يا روحي
41	صباح النور
42	ادهم محتاجة اتكلم معاك
43	خلاص يا ماما بعد الفطار
44	لا دلوقتي يا ادهم
45	حاضر يا ماما، بعد شويه كان ادهم ونوسه قعدين لوحديهم في الصاله و ايه في المطبخ.
46	انت بتحب آيه ولا لا
47	انا لو مبحبهاش مكنتش اتجوزتها
48	ادهم يا حبيبي بلاش تعامل آيه كدا انا عارفه انك بتحبها بس بلاش تحسسها انها جسم للمتعة وبس
49	انا يا ماما.
50	ايوه يا ادهم و مستغربش لما آيه تيجي تقلهالك في يوم، يعني بطل سفاله شويه مش دي الرومانسيه. الرومانسيه انك تخدها وتنزلها تتمشو سو في الشارع تجبلها ورد وتقله يالقيك بگي الورد وياليق بكي ان تزهري، حاجات فيها معني كدا، وحاجه تاني بطل تعملها على انه لازم تسمع كلامك وان هي ملهاش راي دا انتو دلوقتي متجوزين يعنى حياتكم سو اتناقش معاها
51	هي قالتلك على موضوع الخلفه دا.
52	لا مقلتليش حاجه بس باين ان هي زعلانه وانت ولا معبر دا و مقضيها بوسه او احضان عادي. اقعد معاها حاول شوف حل وسط
53	ماشي يا ماما
55	الفطار يا خالتي
57	طاب انا مش قولت القهوه مضرا ليكي متشربهاش
58	بس انا بحب القهوه
59	لا مينفعش في لبن وعصير غير كدا لان انتي عندك ضعف لوحدك، هاتي فنجان القهوه دا
61	دا علشانك يا روحي
63	الكليه هتفتح بعد اسبوع هتنزلي تجيبي هدوم
64	لا انا جبت كتير قبل الفرح
65	تمام، ادهم خلص اكل ومشي على الشغل.
66	عبدالرحمن ونبي نزلني نزلني
68	اهدي متخفيش
69	لا هقع هقع
71	يخرابي يا خرابي دي بتعيط
73	بكرهك
74	مش انتي للي قلتيلي عايزه اعمل زي الصوره إلى شفتها على التلفون
75	بس عماله اقلك نزلني
77	خلاص انا اسف يا قمر متزعلش
78	خلاص، عبدالرحمن خلاص بقا
79	يا خرابي على الشمس إلى بتتكسف.
80	كنت خلاص هعمل مشكله بينهم يا ماما بس لاش الزفت عبدالرحمن
81	اسمعي قدامك اسبوع وتخلصي يا ما هاجي اخدك انا زهقت وعايزه انفذ
82	طاب اعمل ايه يا ماما
83	الزفت إلى اسمه ايهاب مد من اصلا
84	اي
85	ايوه هو كان بيشرب ك حل وانا كنت بحطلها الجرعه في لازازه إلى بترحوله عن طريق خدامه اسمها فتحيه
86	طاب اعمل اي انا دلوقتي.
87	هتيجي ازازة مشروب وتشبريه وتظبطيه وتحطي فيها الجرعه بس زوديهاا شويه وبليل بعد ما الكل ينام هو بيشرب البسي حاجه حلوه من إلى عندك وتلبسيه مصيبه وهو بقا راجل صعيدي و لازم يتجوزك
88	طاب حور ا...
89	حور دي سيبها عليا نص ساعه وهتلاقيها طلعت على بيت اهلها
90	تمام.
92	ايهاب هوووباا ايهاب.
94	اي الصباح الحلو دا
96	تلفونك بقاله نص ساعه يرن
97	تعالي بس راحه فين
98	ايهاب رد على التلفون
99	انا مش عارف مين إلى معندوش دم يرن دلوقتي. ايهاب بستغراب اول ما مسك التلفون، دا ابوكي
100	رد.
101	ايوه يا عمي
102	ايوه يا حبيبي انا مرات عمك
103	خير يا حماتي
104	ابو حور عمل حدثه
105	ازي انتو فين دلوقتي
106	متخفش يحبيبي هو كويس كسر بسيط في رجله واحنا دلوقتي في البيت بس قولت اقولها علشان متزعلش مننا
107	تمام يا حماتي وانا هجيبها تقعد معاكم النهار كله النهارده
108	ماشي يا حبيبي سلام، ايهاب قفل
109	في اي
111	قومي علشان اوصلك تقعدي معاهم.
112	ممكن ابيت يا ايهاب
113	لا اخر النهار تيجي
114	علشان خاطري بكره الصب.
115	حور قلت من اول مره وكلمتي تتسمع
1	عبدالرحمن عايزه انزل جوري هتتاخر على المدرسه و انتى عارف البت ملتزمه في كل حاجه
2	اممم بفكر اخليها تكمل في امريكا
3	يا مري يا عبدالرحمن عايز تبعد بنتي عني
4	البت شاطره اوي خساره اضيع مستقبلها هنا...
5	بس...
6	متشليش هم من دلوقتي لما تكبر هي هختار لنفسها، شمس ابتسمتلها بحب ونزلة، جوري بنت عبدالرحمن عندها7سنين.
9	يلا يا مراد انا جاهزه
11	هتروحي كدا
12	ايوه
13	اطلع لف حجاب
15	بس كل صحابي بيروحو بشعرهم عادي
16	جوري كلمتي متتقلش مرتين
20	شهاب شفت إلى عملو مراد
22	عمل اي مراد يا جوريتي
23	خلاني الف حجاب وكل صحابي بيروحو بشعرهم
24	مراد بيخاف عليكي يا حبيبتي. وبعدين مش من يومين مراد اتخانق مع ولد علشان ضايقك وتعور، ترضي كل يوم يتعور
25	لا
27	ودي ليكي علشان اول يوم بالحجاب، جوري فرحت وبسته على خده وخدتها
28	شكرا...
29	يلا روحي ذاكري دروسك علشان هسمعلك، جوري جريت على جوه
31	اخبارك يا ست الكل
32	الحمدلله يا حبيبي، شكلك تعبان...
33	الثانويه و مراره بقا
34	معلش يا حبيبي سنه وتعدي، روح ارتاح شويه عبال ما لاكل يجهز
35	هروح اطمن على جدي وطلع.
36	ماشي يا حبيبي، شهاب خد الشنطه ودخل لاوضه بتاعت جده، مسك ايد جمال إلى مبقاش يقوم من فرشته وباسها
37	اخبارك يا جدي
38	الحمدلله انت اخبارك ايه يا ابني
40	بخير يا جدي، اه صحيح وانا جاي حملت مع محمد عبده نقلت البصل، وخت فلوس الطلبيه بتاعت نقلت المحشي من زكي، طلع فلوس من شنطه، اهم يا جدي
41	تعاب نفسك ليه يا ابني.
42	امال لو متعبتش انا هتتعب انت يت جدي، هطلع انا بقا يا جدي
43	ربنا معاك يا ابني.
45	في اي
46	شهاب، الواد باين عليه تعبان وانت من بدري مقعتش معاها، ادهم مسك ايده إلى على صدره وباسها
47	انزلي حاضري العشاء. وانا هقعد معاها شويه ونيجي نتعشاء.
48	حاضر
51	بابا
52	البطل عامل اي
53	الحمدلله يا بابا.
54	شد حيلك يا بطل كله سنه وتعدي و انا معاك لو احتجت حاجه، اتنهد وكمل، كل إلى طالبه تعمل إلى عليك، وبعد كدا انا راضي عن النتيجه، وانا بحبك زي ما انتي يا شهاب يا حبيبي، مش هحبك اكتر لما تبقا دكتور او مهندس ولا وزير حتا، انا فخور بيك زي ما انت كدا
55	ربنا يخليك لينا يا بابا
57	يلا ناكل ستك عامله حلت محشي رحتها جايبه لهنا
59	دا كلام واحد متربي و كان عايش في القاهرة
60	اتعلمت اعملك اي...
62	مالك
64	شفت يا بابا، ولله حرام الجنس الناعم دا يبقا حزين كدا
65	الجنس ال اي!
66	الناعم يابابا، ادهم خد نفسه بهدوء قبل ما يتهور و يعمل حاجه
67	سيب الزفت دا من ايدك وقدامي علشان تطفح.
69	حاضر يا بابا
75	وإني أحبك , أنت بداية روحي , وأنت الختام
78	إذا فعلت أي شيء صحيح في حياتي، فهو إعطاء قلبي لك
81	بحبك، حور استخبت في حضنه بخجل
83	قد تكون الحياة مرة وسكرها أنت.
85	شكرا انكم كنتو السبب اني اعيش الحظه دي
2	شمس بتعملي اي
3	بقلعك الجزمه اكيد جاي تعبان
5	حتا لو جاي تعبان يعنى انا مش هعرف اقلع الكوتش لنفسي
6	دا واجب اي ست اتجها جوزها.
7	لا مش واجبك والحاجات إلى اتعلمتيها بلاش تتعملي معايا بيها...
10	شمس مش دلوقتي انا جاي تعبان
11	بجد يا ولد عمي
13	بجد يا شمس
15	ا. انا. مش قصدي امنعك عن حاجه يا ولد عمي دا حقك.
17	لا يا شمس مش بتمنعيني عن حاجه
19	احضرلك الحمام
21	ولد عمي
23	حضري.
25	فين يا عبدالرحمن
26	معلش يا جدي وقت تاني انا جاي من سفر وتعبان
28	قدامك يومين فاهم
29	ماشي يا جدي.
31	اقعدي يا شمس كلي هتفضلي واقفه كدا كتير
32	شكله عيشت برا نستك ان عندنا الحريم تفضل واقفه تخدم على جوزها لحد ما يخلص وكل وبعدين تاكل
34	فتحيه، هتيلي صنيه الاكل على فوق، وطلع.
1	ع. علفكره ا. انا مكنش قصدي كدا. كان قصدي نتكلم و
3	حور قولي انك مش عايزه بطلي خوفك دا علشان بيعصبني
4	ما انت إلى تخوف الصراحه
5	اخوف ازي
7	معرفش بس بتخوف وخلاص
9	اقسم بالله بحاول اسيطر على نفسي بس انتي شكلك عايزاني اكمل
11	انا نازلة.
15	اااااه يا رجلي
16	هروح اجبلك ميه يا خالتي...
17	ماشي يا حبيبتي
19	جيت امتا
21	من شويه. طولتو ليه
22	اسر قعد ساعه يدور على طقم يحضر بيه الفرح
24	طاب بقولك اي يا ست الكل انتي شكلك نسيتي اهم حاجه اكيد هتنزلي بكره تجيبي الباقي
25	لا كدا خلصنا. مفيش حاجه ناقصه
26	ازي يعنى مفيش حاجه ناقصه دي تقريبا اهم حاجه
27	اي هو إلى ناقص انا متاكدا اني جبت كل حاجه
28	قمصان النوم يا ماما...
30	فعلا مشفتش بربع جنيه تربيه
31	لا يا ست الكل فكك من حوار التربيه خلينا في المهم انتي جبتي كل حاجه ونسيتي الدلع كله.
32	قوم من جنبي يا ادهم. قوم قبل متيجي ايه وتموت فيها
34	تؤ امال لما تشارك معايا في العملي
37	الميه يا خالتي
39	وكتري من الاسود يا ماما علشان هيطلع جامد
40	اسود اي.
41	لا يا حبيبتي متخديش في بالك. احم المهم. خلاص فاضل على فرحكم خمس تيام ولحد دلوقتي يا ادهم مشفتش شقه تقعد فيها
43	هتيجي معايا
44	لا يا حبيبي انت هتتجوز واكيد هتحتاج خوصوصيه فالازم تشوف شقه
45	بصي يا ست الكل انا اقدر اشتري فيلا مش شقه ويامه قلتلك زمان ننقل من هنا بس انتي رافضه وانا مستحيل اسيبك ف لما تقرري تيجي معايا ابقا قليلي وانا اجبلك قصر.
47	ربنا يخليك ليا. انا نفسي اموت هنا واعيش هنا. دا كان بيت اهلي إلى اتربيت فيه
50	يااااااها ياماما على الطراوه
52	قوم يا سافل.
55	هعمل المستحيل علشان تكون ليا. انت بتاعي، وميلت باسته في كل مكان في وشه
57	غيرتي رايك ولا اي.
3	هش يلا يا ماما من هنا
7	كلي يا روحي.
10	انا مكنش قصدي احرمك من امك يا بنتي بس هي إلى كانت وليه طماعه
12	عارفه يا جدي. وانت اكيد مش هتتمنا غير الخير ليا
14	ربنا يتممك بعقلك يا بنتي
16	ناقصك حاجه اجبهالك
18	لا كملي اكلك، ايهاب دخل المطبخ
19	عملتي إلى قلتلك عليه
20	يا بيه والله.
21	يمكن إلى تعمليه دا يشفعلك شويه من عمايلك. مش جايب شهادت الطب من الشارع مش غبي لدرجه معرفش افرق بين الكحل العادي ولي محتطلي فيه مخدرات
22	والله يا بيه ما هعمل كدا تاني بس ابوس رجلك سامحني
23	انجزي عملتي اي
24	زي ما حضرتك قولت مسجلين فيديو للبيه الكبير
25	الفيديو دا عليكي انتي تجبيه
26	بس.
27	خلص الكلام.
28	الجربوعه زي دي توقعني قدامهم كلهم
30	حتت عيل جربوع مش عارفه توقعيه
31	عملت كل حاجه قلتيلي عليها يا ما مفيش فايده
32	امك جابت ابن جمال الخولي في اسبوع
33	ازي يا ماما ازي
35	ايهاب بيه بيقولك لازم تنزلي علشان تشوفي نصيبك في الارض
36	تمام وانتي خليكي هنا اوعي حد يدخل الاوضه.
37	حاضر
41	في اي مالها
42	كانت مصدعه وشربت برشام صداع ومعرفش جرالها اي من بعدها
44	و متصلتيش بيا ليه يا ماما
46	ملحقتش
48	تمام يا ماما.
51	خير يا دكتوره في حاجه
52	الف مبروك المدام حامل
53	اي
54	مدام آيه حامل
56	الف مبروك يا عمري
58	لله يبارك فيك
60	مالك
61	مفيش.
62	كل المحاضرات هتتصور صوت وصوره وتجيلك هنا مش هتروحي غير العملي والامتحانات بس انا واخدلك احسن شقه في السكن الجامعي تخلصي وتروحي ترتاحي فيه
64	ازي عملت كل دا
65	اهم حاجه عندي صحتك.
67	امال فين مرات عمك وبنتها
69	سبتهم في الارض
70	ايهاب انت بجد ناوي تديها ارض
72	اهااا لقتيه
73	ايوه يا بيه
74	هاتي
77	د. دا جدي
78	لقيتي حاجه تاني
80	ايوه يا بيه و لقيت دول
81	في اي ما تفهمني
82	هفهمك كل حاجه بس اهداء
85	تمام اوي كدا
87	خدي و ما شفش وشك في الصعيد تاني
88	ربنا يخليك يا بيه. و مشيت
89	في اي بقا
90	اتقل علشان تاخد الموضوع كامل. روح نادي مرات عمك من الارض.
92	وحشيني
93	ايهاب احنا في المطبخ
94	طاب بقولك اي. احم مش عايزه تجيبي جميله دي من شعرها
95	يااااه يما نفسي
97	طاب تعالي
1	الاكل اتحرق
3	عادي ماما جايبه اكل تاني في التلاجه
5	هشيل الاكل
6	لا خليكي هشيله انا.
9	انا مينفعش معايا دا انا عايز عملي
14	ايهاب جيت
16	وحشتيني
18	عارف وانت مش هنا إلى اسمها جميله دي. ايهاب قطعاها لما باسها بعمق. بعد وهو بينهج وسند جبينه على جبينها
19	بقولك وحشتيني
21	قليلي بقا إلى اسمها جميله عملت اي
22	دا انا كتت هضربها. و فضلت تحكليه إلى حصل
24	ادهم ادهم خلاص روح
26	من قلبك بزمه
28	ايوه ويلا بقا علشان هتتاخر. حط اديه على ضهرها وهي بتزيحه يقوم
29	يلا يلا هوينا
31	جيلك هروح فين. آيه ابتسمت وهي بتبصله بحب ادهم خد الفون و علبة السجاير والمفاتيح
32	هبعت ماما تقعد معاكي
33	ماشي
35	تيا تيا
36	نعم يا ادهم بيه.
38	هتيلي فنجان قهوه والملف بتاع البنت اللبنانيه
39	تمام يا فندم لو تحب ابعتلها انك نزلة الشغل وهي تجي لحضرتك
40	تمام اتصلي بيها، بعد شويه ادهم كان خلص الورق إلى قدامه بتركيز شديد الباب خبط ودخلت السكرتيره ومعاها وحده تاني
42	اتفضلي. بص لتيا، اعملينا اتنين قهوه يا تيا
45	اهلا ادهم بيه.
46	اهلا
47	عجبتني كتير السيارات يالي عندك يا ادهم لاهيك انا عملت سفقه بمبلغ 10مليون
48	اشمعنا احنا يعني
49	سمعت عنكم كلام كتير حلو زاد فضولي الصراحه
50	طاب ونقل من هنا لبنان علينا ولا عليكي
51	هادي الشي بتتفق عليها مع اختي لان عندي طياره بعد شويه وهي راح تتولا السفقه مكاني. بصت على الباب
52	نسرين ادخلي
54	تيا تيا. دخلت تيا بسرعه
55	نعم يا فندم.
56	الغي السفقه مع الانسه ن ين
58	بس في شرط جزائي مليون ونص
60	هدفعهم
62	ادهم بيه مينفعش دي سفقه كبيره و
63	كلامي يتسمع.
64	بقولك اي كفايه مرقعه لحد كدا سي زفت ايهاب دا شوفيه بعدين
65	يا ماما بس...
66	بلا بس بلا زفت انتي دخلتي قصر الخولي علشان كل الارض دي من حقك انتي بعد ما جدك رماني رميت الكلاب فااااهمه انتي راحه تجيبي حقك وانتي لاما يبقا معاكي كل الفلوسه إلى اسمه ايهاب دا هيجيكي راقع
67	ماشي يا ماما اعمل اي
69	هتروحي لجدك دا المرا إلى فاتت ربنا ستر وحلقت اقولك غيري الازازة إلى في الارض بس تاخدي بالك المرا دي بتتعاملي مع ايهاب مش عبدالرحمن ولو جدك مكبر دماغه والمبلغ إلى ختيها صغير. هيعرف في ثانيه
70	ماشي يا ماما كملي
71	تحطيله منوم اي حاجه وتمضيه على الورق إلى معاكي وتيجي على هنا علطول وسيبي الباقي عليا انا ولو مقدرتيش تعملي كدا حاولي وقعي بين ايهاب وعبدالرحمن دول
72	ازي يا ماما
73	اسمعي...
77	بتعمل اي
78	بلعب
79	عايزه العب معاك
81	طاب تعالي نحط شرط لو كسبت هخليكي تعملي حاجه لو كسبتي هعملك حاجه
82	موافقه
83	استني بس. اهطلبي اي قبل ما نبدا
84	تليفون زي إلى جابه عبدالرحمن لشمس
85	تمام.
88	اطلب
90	قومي ارقصيلي.
1	صباح الخير
3	صباح النور
5	كل دا نوم قومي ماما هتقفشني
7	يا لهوي اي إلى منيمك كدا خالتي لو شافتك
9	اهدي ماما مش هتصحا دلوقتي. ميل باسها على خدها. انا نازل دلوقتي اغسلي اديكي من الحنه وعملي فطار لشباب إلى تحت.
12	صباح الخير
13	صباح النور. احضرلك الحمام ولا هتنزل تطمن على جدي
14	هستحما و انزل اطمن على جدي
16	صباح الخير يا جدي
17	صباح النور يا ابني
19	شمس هاتي الفطار هنا
21	انا مش وحش ي عبدالرحمن وعمري متمنيت غير. رحتكم
22	وانا عارف يا جدي ولله بس حضرتك ليه يعنى تجبرني اتجوز وحده على زوقك مش يمكن انا بحب وحده تانية. او هي مثلا بتحب حد تاني، ممكن تكون انت السبب ان اتنين يعيشو عمرهم كله في حزن
23	يعني انت مش عايز شمس.
24	لا طبعا انا بحب شمس ومقدرش اعيش من غيرها، شمس كانت واقفه ورا الباب وهي هطير من الفرحه لما سمعت كلام عبدالرحمن.
25	وانا يا عبدالرحمن مش بجبرك تتجوز وحدها غير لما يبقا عندي وجهة نظر انكم شبه بعض او هتنفعو مع بعض. عارف اول ما ابوك قلي انك هتسافر علشان تشتغل برا قلت لازم اربطك بمصر قبل ما القيك دخلي بوحده من الاجانب ولا نعرف اصله ولا فصله. ومن صغرك وانا حاسس وعارف ان شمس لعبدالرحمن وعبدالرحمن لشمس
26	وايهاب.
27	ايهاب لو سبته مكنش هيتجوز خالص هيفضل طول عمره اهم حاجه عنده الشغل. قلت اجوزه والحب هيجي مع العشره
29	الفطار يا جدي
30	روحي هتيلنا الشاي يا شمس معلش
31	حاضر.
33	بس على حسب علمي انتو مكتوب كتابكم يا ابني
34	احم ايوه يا شيخنا. بس كنا كاتبينه ومكنش نيتنا الزواج. بس علشان هي كانت قاعده معاي والحرمانيه. وانا سآلت شيخ وقال لازم نكتبه من جديد ونجدد النيه
35	حاضر يا ابني. فين وكيل العروسه.
37	هششش ليه الدموع دي كلب و راح
39	الف مبروك يا ابني
42	اخير ارتحت منك
44	دا انا هطل يا كل
46	علشان خاطري يا ادهم دا ابوي.
48	ما شفش وشك هنا تاني فاهم
50	الف مبروك يا عمري
52	لله يبارك فيك
54	خلاص بقا بطلي عياط ولا انتي هتبوظيلي اليوم
56	يلا روحي غيري علشان هنتاخر على الكوفير.
58	الو ايوه يا ايهاب
60	احم اخبارك ايه
61	الحمدلله بخير
62	انت في البيت
63	ايوه ليه
64	معلش ادي التلفون لحور
65	حاضر دقيقه.
67	عبدالرحمن خير
68	احم ايهاب على التلفون عايزك
71	الو
72	وحشتيني
74	هتيجي امتا
75	بكره...
76	تيجي بسلامه
77	بتعملي اي.
79	مبعملش حاجه قاعده
80	اممم. عايزه حاجه اجبهالك من هنا
82	لا عايزك تيجي بسلامه.
85	مش كفايه
86	لا خلينا شويه
87	لا كفايه انا تعبت، آيه شهقت لما ادهم شالها وطلع بيها
88	معلش يا اسر لم انت الدنيا
92	ادخلي غيري نصلي وناكل
96	ناكل بقا، بصلها وغمز. وبعدين نحلي.
